PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,IsChild,SurvivedText,FamilySize
455,0,3,male,,0,0,8.05,S,Adult,No,1
456,1,3,male,29.0,0,0,7.8958,C,Adult,Yes,1
457,0,1,male,65.0,0,0,26.55,S,Adult,No,1
458,1,1,female,,1,0,51.8625,S,Adult,Yes,2
459,1,2,female,50.0,0,0,10.5,S,Adult,Yes,1
460,0,3,male,,0,0,7.75,Q,Adult,No,1
461,1,1,male,48.0,0,0,26.55,S,Adult,Yes,1
462,0,3,male,34.0,0,0,8.05,S,Adult,No,1
463,0,1,male,47.0,0,0,38.5,S,Adult,No,1
464,0,2,male,48.0,0,0,13.0,S,Adult,No,1
465,0,3,male,,0,0,8.05,S,Adult,No,1
466,0,3,male,38.0,0,0,7.05,S,Adult,No,1
467,0,2,male,,0,0,0.0,S,Adult,No,1
468,0,1,male,56.0,0,0,26.55,S,Adult,No,1
469,0,3,male,,0,0,7.725,Q,Adult,No,1
470,1,3,female,0.75,2,1,19.2583,C,Child,Yes,4
471,0,3,male,,0,0,7.25,S,Adult,No,1
472,0,3,male,38.0,0,0,8.6625,S,Adult,No,1
473,1,2,female,33.0,1,2,27.75,S,Adult,Yes,4
474,1,2,female,23.0,0,0,13.7917,C,Adult,Yes,1
475,0,3,female,22.0,0,0,9.8375,S,Adult,No,1
476,0,1,male,,0,0,52.0,S,Adult,No,1
477,0,2,male,34.0,1,0,21.0,S,Adult,No,2
478,0,3,male,29.0,1,0,7.0458,S,Adult,No,2
479,0,3,male,22.0,0,0,7.5208,S,Adult,No,1
480,1,3,female,2.0,0,1,12.2875,S,Child,Yes,2
481,0,3,male,9.0,5,2,46.9,S,Child,No,8
482,0,2,male,,0,0,0.0,S,Adult,No,1
483,0,3,male,50.0,0,0,8.05,S,Adult,No,1
484,1,3,female,63.0,0,0,9.5875,S,Adult,Yes,1
485,1,1,male,25.0,1,0,91.0792,C,Adult,Yes,2
486,0,3,female,,3,1,25.4667,S,Adult,No,5
487,1,1,female,35.0,1,0,90.0,S,Adult,Yes,2
488,0,1,male,58.0,0,0,29.7,C,Adult,No,1
489,0,3,male,30.0,0,0,8.05,S,Adult,No,1
490,1,3,male,9.0,1,1,15.9,S,Child,Yes,3
491,0,3,male,,1,0,19.9667,S,Adult,No,2
492,0,3,male,21.0,0,0,7.25,S,Adult,No,1
493,0,1,male,55.0,0,0,30.5,S,Adult,No,1
494,0,1,male,71.0,0,0,49.5042,C,Adult,No,1
495,0,3,male,21.0,0,0,8.05,S,Adult,No,1
496,0,3,male,,0,0,14.4583,C,Adult,No,1
497,1,1,female,54.0,1,0,78.2667,C,Adult,Yes,2
498,0,3,male,,0,0,15.1,S,Adult,No,1
499,0,1,female,25.0,1,2,151.55,S,Adult,No,4
500,0,3,male,24.0,0,0,7.7958,S,Adult,No,1
501,0,3,male,17.0,0,0,8.6625,S,Adult,No,1
502,0,3,female,21.0,0,0,7.75,Q,Adult,No,1
503,0,3,female,,0,0,7.6292,Q,Adult,No,1
504,0,3,female,37.0,0,0,9.5875,S,Adult,No,1
505,1,1,female,16.0,0,0,86.5,S,Adult,Yes,1
506,0,1,male,18.0,1,0,108.9,C,Adult,No,2
507,1,2,female,33.0,0,2,26.0,S,Adult,Yes,3
508,1,1,male,,0,0,26.55,S,Adult,Yes,1
509,0,3,male,28.0,0,0,22.525,S,Adult,No,1
510,1,3,male,26.0,0,0,56.4958,S,Adult,Yes,1
511,1,3,male,29.0,0,0,7.75,Q,Adult,Yes,1
512,0,3,male,,0,0,8.05,S,Adult,No,1
513,1,1,male,36.0,0,0,26.2875,S,Adult,Yes,1
514,1,1,female,54.0,1,0,59.4,C,Adult,Yes,2
515,0,3,male,24.0,0,0,7.4958,S,Adult,No,1
516,0,1,male,47.0,0,0,34.0208,S,Adult,No,1
517,1,2,female,34.0,0,0,10.5,S,Adult,Yes,1
518,0,3,male,,0,0,24.15,Q,Adult,No,1
519,1,2,female,36.0,1,0,26.0,S,Adult,Yes,2
520,0,3,male,32.0,0,0,7.8958,S,Adult,No,1
521,1,1,female,30.0,0,0,93.5,S,Adult,Yes,1
522,0,3,male,22.0,0,0,7.8958,S,Adult,No,1
523,0,3,male,,0,0,7.225,C,Adult,No,1
524,1,1,female,44.0,0,1,57.9792,C,Adult,Yes,2
525,0,3,male,,0,0,7.2292,C,Adult,No,1
526,0,3,male,40.5,0,0,7.75,Q,Adult,No,1
527,1,2,female,50.0,0,0,10.5,S,Adult,Yes,1
528,0,1,male,,0,0,221.7792,S,Adult,No,1
529,0,3,male,39.0,0,0,7.925,S,Adult,No,1
530,0,2,male,23.0,2,1,11.5,S,Adult,No,4
531,1,2,female,2.0,1,1,26.0,S,Child,Yes,3
532,0,3,male,,0,0,7.2292,C,Adult,No,1
533,0,3,male,17.0,1,1,7.2292,C,Adult,No,3
534,1,3,female,,0,2,22.3583,C,Adult,Yes,3
535,0,3,female,30.0,0,0,8.6625,S,Adult,No,1
536,1,2,female,7.0,0,2,26.25,S,Child,Yes,3
537,0,1,male,45.0,0,0,26.55,S,Adult,No,1
538,1,1,female,30.0,0,0,106.425,C,Adult,Yes,1
539,0,3,male,,0,0,14.5,S,Adult,No,1
540,1,1,female,22.0,0,2,49.5,C,Adult,Yes,3
541,1,1,female,36.0,0,2,71.0,S,Adult,Yes,3
542,0,3,female,9.0,4,2,31.275,S,Child,No,7
543,0,3,female,11.0,4,2,31.275,S,Adult,No,7
544,1,2,male,32.0,1,0,26.0,S,Adult,Yes,2
545,0,1,male,50.0,1,0,106.425,C,Adult,No,2
546,0,1,male,64.0,0,0,26.0,S,Adult,No,1
547,1,2,female,19.0,1,0,26.0,S,Adult,Yes,2
548,1,2,male,,0,0,13.8625,C,Adult,Yes,1
549,0,3,male,33.0,1,1,20.525,S,Adult,No,3
550,1,2,male,8.0,1,1,36.75,S,Child,Yes,3
551,1,1,male,17.0,0,2,110.8833,C,Adult,Yes,3
552,0,2,male,27.0,0,0,26.0,S,Adult,No,1
553,0,3,male,,0,0,7.8292,Q,Adult,No,1
554,1,3,male,22.0,0,0,7.225,C,Adult,Yes,1
555,1,3,female,22.0,0,0,7.775,S,Adult,Yes,1
556,0,1,male,62.0,0,0,26.55,S,Adult,No,1
557,1,1,female,48.0,1,0,39.6,C,Adult,Yes,2
558,0,1,male,,0,0,227.525,C,Adult,No,1
559,1,1,female,39.0,1,1,79.65,S,Adult,Yes,3
560,1,3,female,36.0,1,0,17.4,S,Adult,Yes,2
561,0,3,male,,0,0,7.75,Q,Adult,No,1
562,0,3,male,40.0,0,0,7.8958,S,Adult,No,1
563,0,2,male,28.0,0,0,13.5,S,Adult,No,1
564,0,3,male,,0,0,8.05,S,Adult,No,1
565,0,3,female,,0,0,8.05,S,Adult,No,1
566,0,3,male,24.0,2,0,24.15,S,Adult,No,3
567,0,3,male,19.0,0,0,7.8958,S,Adult,No,1
568,0,3,female,29.0,0,4,21.075,S,Adult,No,5
569,0,3,male,,0,0,7.2292,C,Adult,No,1
570,1,3,male,32.0,0,0,7.8542,S,Adult,Yes,1
571,1,2,male,62.0,0,0,10.5,S,Adult,Yes,1
572,1,1,female,53.0,2,0,51.4792,S,Adult,Yes,3
573,1,1,male,36.0,0,0,26.3875,S,Adult,Yes,1
574,1,3,female,,0,0,7.75,Q,Adult,Yes,1
575,0,3,male,16.0,0,0,8.05,S,Adult,No,1
576,0,3,male,19.0,0,0,14.5,S,Adult,No,1
577,1,2,female,34.0,0,0,13.0,S,Adult,Yes,1
578,1,1,female,39.0,1,0,55.9,S,Adult,Yes,2
579,0,3,female,,1,0,14.4583,C,Adult,No,2
580,1,3,male,32.0,0,0,7.925,S,Adult,Yes,1
581,1,2,female,25.0,1,1,30.0,S,Adult,Yes,3
582,1,1,female,39.0,1,1,110.8833,C,Adult,Yes,3
583,0,2,male,54.0,0,0,26.0,S,Adult,No,1
584,0,1,male,36.0,0,0,40.125,C,Adult,No,1
585,0,3,male,,0,0,8.7125,C,Adult,No,1
586,1,1,female,18.0,0,2,79.65,S,Adult,Yes,3
587,0,2,male,47.0,0,0,15.0,S,Adult,No,1
588,1,1,male,60.0,1,1,79.2,C,Adult,Yes,3
589,0,3,male,22.0,0,0,8.05,S,Adult,No,1
590,0,3,male,,0,0,8.05,S,Adult,No,1
591,0,3,male,35.0,0,0,7.125,S,Adult,No,1
592,1,1,female,52.0,1,0,78.2667,C,Adult,Yes,2
593,0,3,male,47.0,0,0,7.25,S,Adult,No,1
594,0,3,female,,0,2,7.75,Q,Adult,No,3
595,0,2,male,37.0,1,0,26.0,S,Adult,No,2
596,0,3,male,36.0,1,1,24.15,S,Adult,No,3
597,1,2,female,,0,0,33.0,S,Adult,Yes,1
598,0,3,male,49.0,0,0,0.0,S,Adult,No,1
599,0,3,male,,0,0,7.225,C,Adult,No,1
600,1,1,male,49.0,1,0,56.9292,C,Adult,Yes,2
601,1,2,female,24.0,2,1,27.0,S,Adult,Yes,4
602,0,3,male,,0,0,7.8958,S,Adult,No,1
603,0,1,male,,0,0,42.4,S,Adult,No,1
604,0,3,male,44.0,0,0,8.05,S,Adult,No,1
605,1,1,male,35.0,0,0,26.55,C,Adult,Yes,1
606,0,3,male,36.0,1,0,15.55,S,Adult,No,2
607,0,3,male,30.0,0,0,7.8958,S,Adult,No,1
608,1,1,male,27.0,0,0,30.5,S,Adult,Yes,1
609,1,2,female,22.0,1,2,41.5792,C,Adult,Yes,4
610,1,1,female,40.0,0,0,153.4625,S,Adult,Yes,1
611,0,3,female,39.0,1,5,31.275,S,Adult,No,7
612,0,3,male,,0,0,7.05,S,Adult,No,1
613,1,3,female,,1,0,15.5,Q,Adult,Yes,2
614,0,3,male,,0,0,7.75,Q,Adult,No,1
615,0,3,male,35.0,0,0,8.05,S,Adult,No,1
616,1,2,female,24.0,1,2,65.0,S,Adult,Yes,4
617,0,3,male,34.0,1,1,14.4,S,Adult,No,3
618,0,3,female,26.0,1,0,16.1,S,Adult,No,2
619,1,2,female,4.0,2,1,39.0,S,Child,Yes,4
620,0,2,male,26.0,0,0,10.5,S,Adult,No,1
621,0,3,male,27.0,1,0,14.4542,C,Adult,No,2
622,1,1,male,42.0,1,0,52.5542,S,Adult,Yes,2
623,1,3,male,20.0,1,1,15.7417,C,Adult,Yes,3
624,0,3,male,21.0,0,0,7.8542,S,Adult,No,1
625,0,3,male,21.0,0,0,16.1,S,Adult,No,1
626,0,1,male,61.0,0,0,32.3208,S,Adult,No,1
627,0,2,male,57.0,0,0,12.35,Q,Adult,No,1
628,1,1,female,21.0,0,0,77.9583,S,Adult,Yes,1
629,0,3,male,26.0,0,0,7.8958,S,Adult,No,1
630,0,3,male,,0,0,7.7333,Q,Adult,No,1
631,1,1,male,80.0,0,0,30.0,S,Adult,Yes,1
632,0,3,male,51.0,0,0,7.0542,S,Adult,No,1
633,1,1,male,32.0,0,0,30.5,C,Adult,Yes,1
634,0,1,male,,0,0,0.0,S,Adult,No,1
635,0,3,female,9.0,3,2,27.9,S,Child,No,6
636,1,2,female,28.0,0,0,13.0,S,Adult,Yes,1
637,0,3,male,32.0,0,0,7.925,S,Adult,No,1
638,0,2,male,31.0,1,1,26.25,S,Adult,No,3
639,0,3,female,41.0,0,5,39.6875,S,Adult,No,6
640,0,3,male,,1,0,16.1,S,Adult,No,2
641,0,3,male,20.0,0,0,7.8542,S,Adult,No,1
642,1,1,female,24.0,0,0,69.3,C,Adult,Yes,1
643,0,3,female,2.0,3,2,27.9,S,Child,No,6
644,1,3,male,,0,0,56.4958,S,Adult,Yes,1
645,1,3,female,0.75,2,1,19.2583,C,Child,Yes,4
646,1,1,male,48.0,1,0,76.7292,C,Adult,Yes,2
647,0,3,male,19.0,0,0,7.8958,S,Adult,No,1
648,1,1,male,56.0,0,0,35.5,C,Adult,Yes,1
649,0,3,male,,0,0,7.55,S,Adult,No,1
650,1,3,female,23.0,0,0,7.55,S,Adult,Yes,1
651,0,3,male,,0,0,7.8958,S,Adult,No,1
652,1,2,female,18.0,0,1,23.0,S,Adult,Yes,2
653,0,3,male,21.0,0,0,8.4333,S,Adult,No,1
654,1,3,female,,0,0,7.8292,Q,Adult,Yes,1
655,0,3,female,18.0,0,0,6.75,Q,Adult,No,1
656,0,2,male,24.0,2,0,73.5,S,Adult,No,3
657,0,3,male,,0,0,7.8958,S,Adult,No,1
658,0,3,female,32.0,1,1,15.5,Q,Adult,No,3
659,0,2,male,23.0,0,0,13.0,S,Adult,No,1
660,0,1,male,58.0,0,2,113.275,C,Adult,No,3
661,1,1,male,50.0,2,0,133.65,S,Adult,Yes,3
662,0,3,male,40.0,0,0,7.225,C,Adult,No,1
663,0,1,male,47.0,0,0,25.5875,S,Adult,No,1
664,0,3,male,36.0,0,0,7.4958,S,Adult,No,1
665,1,3,male,20.0,1,0,7.925,S,Adult,Yes,2
666,0,2,male,32.0,2,0,73.5,S,Adult,No,3
667,0,2,male,25.0,0,0,13.0,S,Adult,No,1
668,0,3,male,,0,0,7.775,S,Adult,No,1
669,0,3,male,43.0,0,0,8.05,S,Adult,No,1
670,1,1,female,,1,0,52.0,S,Adult,Yes,2
671,1,2,female,40.0,1,1,39.0,S,Adult,Yes,3
672,0,1,male,31.0,1,0,52.0,S,Adult,No,2
673,0,2,male,70.0,0,0,10.5,S,Adult,No,1
674,1,2,male,31.0,0,0,13.0,S,Adult,Yes,1
675,0,2,male,,0,0,0.0,S,Adult,No,1
676,0,3,male,18.0,0,0,7.775,S,Adult,No,1
677,0,3,male,24.5,0,0,8.05,S,Adult,No,1
678,1,3,female,18.0,0,0,9.8417,S,Adult,Yes,1
679,0,3,female,43.0,1,6,46.9,S,Adult,No,8
680,1,1,male,36.0,0,1,512.3292,C,Adult,Yes,2
681,0,3,female,,0,0,8.1375,Q,Adult,No,1
682,1,1,male,27.0,0,0,76.7292,C,Adult,Yes,1
683,0,3,male,20.0,0,0,9.225,S,Adult,No,1
684,0,3,male,14.0,5,2,46.9,S,Adult,No,8
685,0,2,male,60.0,1,1,39.0,S,Adult,No,3
686,0,2,male,25.0,1,2,41.5792,C,Adult,No,4
687,0,3,male,14.0,4,1,39.6875,S,Adult,No,6
688,0,3,male,19.0,0,0,10.1708,S,Adult,No,1
689,0,3,male,18.0,0,0,7.7958,S,Adult,No,1
690,1,1,female,15.0,0,1,211.3375,S,Adult,Yes,2
691,1,1,male,31.0,1,0,57.0,S,Adult,Yes,2
692,1,3,female,4.0,0,1,13.4167,C,Child,Yes,2
693,1,3,male,,0,0,56.4958,S,Adult,Yes,1
694,0,3,male,25.0,0,0,7.225,C,Adult,No,1
695,0,1,male,60.0,0,0,26.55,S,Adult,No,1
696,0,2,male,52.0,0,0,13.5,S,Adult,No,1
697,0,3,male,44.0,0,0,8.05,S,Adult,No,1
698,1,3,female,,0,0,7.7333,Q,Adult,Yes,1
699,0,1,male,49.0,1,1,110.8833,C,Adult,No,3
700,0,3,male,42.0,0,0,7.65,S,Adult,No,1
701,1,1,female,18.0,1,0,227.525,C,Adult,Yes,2
702,1,1,male,35.0,0,0,26.2875,S,Adult,Yes,1
703,0,3,female,18.0,0,1,14.4542,C,Adult,No,2
704,0,3,male,25.0,0,0,7.7417,Q,Adult,No,1
705,0,3,male,26.0,1,0,7.8542,S,Adult,No,2
706,0,2,male,39.0,0,0,26.0,S,Adult,No,1
707,1,2,female,45.0,0,0,13.5,S,Adult,Yes,1
708,1,1,male,42.0,0,0,26.2875,S,Adult,Yes,1
709,1,1,female,22.0,0,0,151.55,S,Adult,Yes,1
710,1,3,male,,1,1,15.2458,C,Adult,Yes,3
711,1,1,female,24.0,0,0,49.5042,C,Adult,Yes,1
712,0,1,male,,0,0,26.55,S,Adult,No,1
713,1,1,male,48.0,1,0,52.0,S,Adult,Yes,2
714,0,3,male,29.0,0,0,9.4833,S,Adult,No,1
715,0,2,male,52.0,0,0,13.0,S,Adult,No,1
716,0,3,male,19.0,0,0,7.65,S,Adult,No,1
717,1,1,female,38.0,0,0,227.525,C,Adult,Yes,1
718,1,2,female,27.0,0,0,10.5,S,Adult,Yes,1
719,0,3,male,,0,0,15.5,Q,Adult,No,1
720,0,3,male,33.0,0,0,7.775,S,Adult,No,1
721,1,2,female,6.0,0,1,33.0,S,Child,Yes,2
722,0,3,male,17.0,1,0,7.0542,S,Adult,No,2
723,0,2,male,34.0,0,0,13.0,S,Adult,No,1
724,0,2,male,50.0,0,0,13.0,S,Adult,No,1
725,1,1,male,27.0,1,0,53.1,S,Adult,Yes,2
726,0,3,male,20.0,0,0,8.6625,S,Adult,No,1
727,1,2,female,30.0,3,0,21.0,S,Adult,Yes,4
728,1,3,female,,0,0,7.7375,Q,Adult,Yes,1
729,0,2,male,25.0,1,0,26.0,S,Adult,No,2
730,0,3,female,25.0,1,0,7.925,S,Adult,No,2
731,1,1,female,29.0,0,0,211.3375,S,Adult,Yes,1
732,0,3,male,11.0,0,0,18.7875,C,Adult,No,1
733,0,2,male,,0,0,0.0,S,Adult,No,1
734,0,2,male,23.0,0,0,13.0,S,Adult,No,1
735,0,2,male,23.0,0,0,13.0,S,Adult,No,1
736,0,3,male,28.5,0,0,16.1,S,Adult,No,1
737,0,3,female,48.0,1,3,34.375,S,Adult,No,5
738,1,1,male,35.0,0,0,512.3292,C,Adult,Yes,1
739,0,3,male,,0,0,7.8958,S,Adult,No,1
740,0,3,male,,0,0,7.8958,S,Adult,No,1
741,1,1,male,,0,0,30.0,S,Adult,Yes,1
742,0,1,male,36.0,1,0,78.85,S,Adult,No,2
743,1,1,female,21.0,2,2,262.375,C,Adult,Yes,5
744,0,3,male,24.0,1,0,16.1,S,Adult,No,2
745,1,3,male,31.0,0,0,7.925,S,Adult,Yes,1
746,0,1,male,70.0,1,1,71.0,S,Adult,No,3
747,0,3,male,16.0,1,1,20.25,S,Adult,No,3
748,1,2,female,30.0,0,0,13.0,S,Adult,Yes,1
749,0,1,male,19.0,1,0,53.1,S,Adult,No,2
750,0,3,male,31.0,0,0,7.75,Q,Adult,No,1
751,1,2,female,4.0,1,1,23.0,S,Child,Yes,3
752,1,3,male,6.0,0,1,12.475,S,Child,Yes,2
753,0,3,male,33.0,0,0,9.5,S,Adult,No,1
754,0,3,male,23.0,0,0,7.8958,S,Adult,No,1
755,1,2,female,48.0,1,2,65.0,S,Adult,Yes,4
756,1,2,male,0.67,1,1,14.5,S,Child,Yes,3
757,0,3,male,28.0,0,0,7.7958,S,Adult,No,1
758,0,2,male,18.0,0,0,11.5,S,Adult,No,1
759,0,3,male,34.0,0,0,8.05,S,Adult,No,1
760,1,1,female,33.0,0,0,86.5,S,Adult,Yes,1
761,0,3,male,,0,0,14.5,S,Adult,No,1
762,0,3,male,41.0,0,0,7.125,S,Adult,No,1
763,1,3,male,20.0,0,0,7.2292,C,Adult,Yes,1
764,1,1,female,36.0,1,2,120.0,S,Adult,Yes,4
765,0,3,male,16.0,0,0,7.775,S,Adult,No,1
766,1,1,female,51.0,1,0,77.9583,S,Adult,Yes,2
767,0,1,male,,0,0,39.6,C,Adult,No,1
768,0,3,female,30.5,0,0,7.75,Q,Adult,No,1
769,0,3,male,,1,0,24.15,Q,Adult,No,2
770,0,3,male,32.0,0,0,8.3625,S,Adult,No,1
771,0,3,male,24.0,0,0,9.5,S,Adult,No,1
772,0,3,male,48.0,0,0,7.8542,S,Adult,No,1
773,0,2,female,57.0,0,0,10.5,S,Adult,No,1
774,0,3,male,,0,0,7.225,C,Adult,No,1
775,1,2,female,54.0,1,3,23.0,S,Adult,Yes,5
776,0,3,male,18.0,0,0,7.75,S,Adult,No,1
777,0,3,male,,0,0,7.75,Q,Adult,No,1
778,1,3,female,5.0,0,0,12.475,S,Child,Yes,1
779,0,3,male,,0,0,7.7375,Q,Adult,No,1
780,1,1,female,43.0,0,1,211.3375,S,Adult,Yes,2
781,1,3,female,13.0,0,0,7.2292,C,Adult,Yes,1
782,1,1,female,17.0,1,0,57.0,S,Adult,Yes,2
783,0,1,male,29.0,0,0,30.0,S,Adult,No,1
784,0,3,male,,1,2,23.45,S,Adult,No,4
785,0,3,male,25.0,0,0,7.05,S,Adult,No,1
786,0,3,male,25.0,0,0,7.25,S,Adult,No,1
787,1,3,female,18.0,0,0,7.4958,S,Adult,Yes,1
788,0,3,male,8.0,4,1,29.125,Q,Child,No,6
789,1,3,male,1.0,1,2,20.575,S,Child,Yes,4
790,0,1,male,46.0,0,0,79.2,C,Adult,No,1
791,0,3,male,,0,0,7.75,Q,Adult,No,1
792,0,2,male,16.0,0,0,26.0,S,Adult,No,1
793,0,3,female,,8,2,69.55,S,Adult,No,11
794,0,1,male,,0,0,30.6958,C,Adult,No,1
795,0,3,male,25.0,0,0,7.8958,S,Adult,No,1
796,0,2,male,39.0,0,0,13.0,S,Adult,No,1
797,1,1,female,49.0,0,0,25.9292,S,Adult,Yes,1
798,1,3,female,31.0,0,0,8.6833,S,Adult,Yes,1
799,0,3,male,30.0,0,0,7.2292,C,Adult,No,1
800,0,3,female,30.0,1,1,24.15,S,Adult,No,3
801,0,2,male,34.0,0,0,13.0,S,Adult,No,1
802,1,2,female,31.0,1,1,26.25,S,Adult,Yes,3
803,1,1,male,11.0,1,2,120.0,S,Adult,Yes,4
804,1,3,male,0.42,0,1,8.5167,C,Child,Yes,2
805,1,3,male,27.0,0,0,6.975,S,Adult,Yes,1
806,0,3,male,31.0,0,0,7.775,S,Adult,No,1
807,0,1,male,39.0,0,0,0.0,S,Adult,No,1
808,0,3,female,18.0,0,0,7.775,S,Adult,No,1
809,0,2,male,39.0,0,0,13.0,S,Adult,No,1
810,1,1,female,33.0,1,0,53.1,S,Adult,Yes,2
811,0,3,male,26.0,0,0,7.8875,S,Adult,No,1
812,0,3,male,39.0,0,0,24.15,S,Adult,No,1
813,0,2,male,35.0,0,0,10.5,S,Adult,No,1
814,0,3,female,6.0,4,2,31.275,S,Child,No,7
815,0,3,male,30.5,0,0,8.05,S,Adult,No,1
816,0,1,male,,0,0,0.0,S,Adult,No,1
817,0,3,female,23.0,0,0,7.925,S,Adult,No,1
818,0,2,male,31.0,1,1,37.0042,C,Adult,No,3
819,0,3,male,43.0,0,0,6.45,S,Adult,No,1
820,0,3,male,10.0,3,2,27.9,S,Adult,No,6
821,1,1,female,52.0,1,1,93.5,S,Adult,Yes,3
822,1,3,male,27.0,0,0,8.6625,S,Adult,Yes,1
823,0,1,male,38.0,0,0,0.0,S,Adult,No,1
824,1,3,female,27.0,0,1,12.475,S,Adult,Yes,2
825,0,3,male,2.0,4,1,39.6875,S,Child,No,6
826,0,3,male,,0,0,6.95,Q,Adult,No,1
827,0,3,male,,0,0,56.4958,S,Adult,No,1
828,1,2,male,1.0,0,2,37.0042,C,Child,Yes,3
829,1,3,male,,0,0,7.75,Q,Adult,Yes,1
830,1,1,female,62.0,0,0,80.0,S,Adult,Yes,1
831,1,3,female,15.0,1,0,14.4542,C,Adult,Yes,2
832,1,2,male,0.83,1,1,18.75,S,Child,Yes,3
833,0,3,male,,0,0,7.2292,C,Adult,No,1
834,0,3,male,23.0,0,0,7.8542,S,Adult,No,1
835,0,3,male,18.0,0,0,8.3,S,Adult,No,1
836,1,1,female,39.0,1,1,83.1583,C,Adult,Yes,3
837,0,3,male,21.0,0,0,8.6625,S,Adult,No,1
838,0,3,male,,0,0,8.05,S,Adult,No,1
839,1,3,male,32.0,0,0,56.4958,S,Adult,Yes,1
840,1,1,male,,0,0,29.7,C,Adult,Yes,1
841,0,3,male,20.0,0,0,7.925,S,Adult,No,1
842,0,2,male,16.0,0,0,10.5,S,Adult,No,1
843,1,1,female,30.0,0,0,31.0,C,Adult,Yes,1
844,0,3,male,34.5,0,0,6.4375,C,Adult,No,1
845,0,3,male,17.0,0,0,8.6625,S,Adult,No,1
846,0,3,male,42.0,0,0,7.55,S,Adult,No,1
847,0,3,male,,8,2,69.55,S,Adult,No,11
848,0,3,male,35.0,0,0,7.8958,C,Adult,No,1
849,0,2,male,28.0,0,1,33.0,S,Adult,No,2
850,1,1,female,,1,0,89.1042,C,Adult,Yes,2
851,0,3,male,4.0,4,2,31.275,S,Child,No,7
852,0,3,male,74.0,0,0,7.775,S,Adult,No,1
853,0,3,female,9.0,1,1,15.2458,C,Child,No,3
854,1,1,female,16.0,0,1,39.4,S,Adult,Yes,2
855,0,2,female,44.0,1,0,26.0,S,Adult,No,2
856,1,3,female,18.0,0,1,9.35,S,Adult,Yes,2
857,1,1,female,45.0,1,1,164.8667,S,Adult,Yes,3
858,1,1,male,51.0,0,0,26.55,S,Adult,Yes,1
859,1,3,female,24.0,0,3,19.2583,C,Adult,Yes,4
860,0,3,male,,0,0,7.2292,C,Adult,No,1
861,0,3,male,41.0,2,0,14.1083,S,Adult,No,3
862,0,2,male,21.0,1,0,11.5,S,Adult,No,2
863,1,1,female,48.0,0,0,25.9292,S,Adult,Yes,1
864,0,3,female,,8,2,69.55,S,Adult,No,11
865,0,2,male,24.0,0,0,13.0,S,Adult,No,1
866,1,2,female,42.0,0,0,13.0,S,Adult,Yes,1
867,1,2,female,27.0,1,0,13.8583,C,Adult,Yes,2
868,0,1,male,31.0,0,0,50.4958,S,Adult,No,1
869,0,3,male,,0,0,9.5,S,Adult,No,1
870,1,3,male,4.0,1,1,11.1333,S,Child,Yes,3
871,0,3,male,26.0,0,0,7.8958,S,Adult,No,1
872,1,1,female,47.0,1,1,52.5542,S,Adult,Yes,3
873,0,1,male,33.0,0,0,5.0,S,Adult,No,1
874,0,3,male,47.0,0,0,9.0,S,Adult,No,1
875,1,2,female,28.0,1,0,24.0,C,Adult,Yes,2
876,1,3,female,15.0,0,0,7.225,C,Adult,Yes,1
877,0,3,male,20.0,0,0,9.8458,S,Adult,No,1
878,0,3,male,19.0,0,0,7.8958,S,Adult,No,1
879,0,3,male,,0,0,7.8958,S,Adult,No,1
880,1,1,female,56.0,0,1,83.1583,C,Adult,Yes,2
881,1,2,female,25.0,0,1,26.0,S,Adult,Yes,2
882,0,3,male,33.0,0,0,7.8958,S,Adult,No,1
883,0,3,female,22.0,0,0,10.5167,S,Adult,No,1
884,0,2,male,28.0,0,0,10.5,S,Adult,No,1
885,0,3,male,25.0,0,0,7.05,S,Adult,No,1
886,0,3,female,39.0,0,5,29.125,Q,Adult,No,6
887,0,2,male,27.0,0,0,13.0,S,Adult,No,1
888,1,1,female,19.0,0,0,30.0,S,Adult,Yes,1
889,0,3,female,,1,2,23.45,S,Adult,No,4
890,1,1,male,26.0,0,0,30.0,C,Adult,Yes,1
891,0,3,male,32.0,0,0,7.75,Q,Adult,No,1
